Stationsnamn;Stationsnummer;Stationsnät;Mäthöjd (meter över marken)
2024-08-08;04:00:00;150;G;2.4;G
2024-08-08;05:00:00;146;G;1.3;G
2024-08-08;06:00:00;161;G;2.8;G
2024-08-08;07:00:00;159;G;2.9;G
2024-08-08;08:00:00;160;G;2.6;G
2024-08-08;09:00:00;145;G;2.0;G
2024-08-08;10:00:00;155;G;2.8;G
2024-08-08;11:00:00;176;G;3.2;G
2024-08-08;12:00:00;171;G;2.9;G
2024-08-08;13:00:00;161;G;3.3;G
2024-08-08;14:00:00;169;G;4.5;G
2024-08-08;15:00:00;171;G;3.0;G
2024-08-08;16:00:00;170;G;3.2;G
2024-08-08;17:00:00;159;G;2.1;G
2024-08-08;18:00:00;202;G;2.0;G
2024-08-08;19:00:00;225;G;2.5;G
2024-08-08;20:00:00;235;G;1.3;G
2024-08-08;21:00:00;233;G;1.3;G
2024-08-08;22:00:00;226;G;1.9;G
2024-08-08;23:00:00;222;G;1.3;G
2024-08-09;00:00:00;243;G;0.7;G
2024-08-09;01:00:00;225;G;1.5;G
2024-08-09;02:00:00;219;G;1.0;G
2024-08-09;03:00:00;222;G;1.0;G
2024-08-09;04:00:00;212;G;0.7;G
2024-08-09;05:00:00;230;G;0.8;G
2024-08-09;06:00:00;156;G;1.6;G
2024-08-09;07:00:00;220;G;1.6;G
2024-08-09;08:00:00;179;G;2.0;G
2024-08-09;09:00:00;176;G;2.3;G
2024-08-09;10:00:00;157;G;3.9;G
2024-08-09;11:00:00;176;G;3.9;G
2024-08-09;12:00:00;182;G;3.0;G
2024-08-09;13:00:00;174;G;3.9;G
2024-08-09;14:00:00;168;G;4.4;G
2024-08-09;15:00:00;168;G;3.2;G
2024-08-09;16:00:00;166;G;4.6;G
2024-08-09;17:00:00;153;G;2.9;G
2024-08-09;18:00:00;153;G;3.5;G
2024-08-09;19:00:00;143;G;3.2;G
2024-08-09;20:00:00;154;G;3.6;G
2024-08-09;21:00:00;166;G;2.0;G
2024-08-09;22:00:00;196;G;2.5;G
2024-08-09;23:00:00;209;G;2.2;G
2024-08-10;00:00:00;214;G;2.8;G
2024-08-10;01:00:00;213;G;2.6;G
2024-08-10;02:00:00;210;G;3.4;G
2024-08-10;03:00:00;215;G;3.8;G
2024-08-10;04:00:00;212;G;2.8;G
2024-08-10;05:00:00;219;G;3.6;G
2024-08-10;06:00:00;229;G;4.1;G
2024-08-10;07:00:00;232;G;3.1;G
2024-08-10;08:00:00;226;G;5.2;G
2024-08-10;09:00:00;233;G;3.2;G
2024-08-10;10:00:00;227;G;4.7;G
2024-08-10;11:00:00;246;G;3.7;G
2024-08-10;12:00:00;237;G;3.7;G
2024-08-10;13:00:00;237;G;4.4;G
2024-08-10;14:00:00;225;G;4.0;G
2024-08-10;15:00:00;226;G;4.8;G
2024-08-10;16:00:00;242;G;3.7;G
2024-08-10;17:00:00;225;G;3.8;G
2024-08-10;18:00:00;232;G;4.1;G
2024-08-10;19:00:00;224;G;2.5;G
2024-08-10;20:00:00;220;G;2.9;G
2024-08-10;21:00:00;222;G;3.1;G
2024-08-10;22:00:00;219;G;3.1;G
2024-08-10;23:00:00;222;G;2.5;G
2024-08-11;00:00:00;221;G;2.9;G
2024-08-11;01:00:00;220;G;3.1;G
2024-08-11;02:00:00;220;G;3.7;G
2024-08-11;03:00:00;226;G;3.1;G
2024-08-11;04:00:00;225;G;3.2;G
2024-08-11;05:00:00;231;G;3.4;G
2024-08-11;06:00:00;239;G;3.8;G
2024-08-11;07:00:00;261;G;3.2;G
2024-08-11;08:00:00;245;G;3.0;G
2024-08-11;09:00:00;261;G;2.3;G
2024-08-11;10:00:00;275;G;2.2;G
2024-08-11;11:00:00;290;G;3.1;G
2024-08-11;12:00:00;288;G;2.8;G
2024-08-11;13:00:00;273;G;2.8;G
2024-08-11;14:00:00;310;G;2.4;G
2024-08-11;15:00:00;345;G;2.3;G
2024-08-11;16:00:00;270;G;1.7;G
2024-08-11;17:00:00;293;G;1.8;G
2024-08-11;18:00:00;267;G;1.5;G
2024-08-11;19:00:00;280;G;0.9;G
2024-08-11;20:00:00;219;G;1.2;G
2024-08-11;21:00:00;326;G;0.6;G
2024-08-11;22:00:00;310;G;0.9;G
2024-08-11;23:00:00;290;G;1.2;G
2024-08-12;00:00:00;307;G;1.1;G
2024-08-12;01:00:00;291;G;1.4;G
2024-08-12;02:00:00;274;G;1.8;G
2024-08-12;03:00:00;273;G;2.2;G
2024-08-12;04:00:00;271;G;2.2;G
2024-08-12;05:00:00;268;G;2.6;G
2024-08-12;06:00:00;277;G;2.8;G
2024-08-12;07:00:00;283;G;2.6;G
2024-08-12;08:00:00;299;G;3.2;G
2024-08-12;09:00:00;309;G;3.1;G
2024-08-12;10:00:00;289;G;3.5;G
2024-08-12;11:00:00;305;G;2.9;G
2024-08-12;12:00:00;304;G;2.8;G
2024-08-12;13:00:00;307;G;2.7;G
2024-08-12;14:00:00;327;G;2.7;G
2024-08-12;15:00:00;325;G;3.3;G
2024-08-12;16:00:00;309;G;2.2;G
2024-08-12;17:00:00;302;G;1.8;G
2024-08-12;18:00:00;299;G;1.8;G
2024-08-12;19:00:00;306;G;1.7;G
2024-08-12;20:00:00;299;G;1.1;G
2024-08-12;21:00:00;291;G;1.0;G
2024-08-12;22:00:00;294;G;0.9;G
2024-08-12;23:00:00;292;G;0.9;G
2024-08-13;00:00:00;275;G;1.1;G
2024-08-13;01:00:00;280;G;1.4;G
2024-08-13;02:00:00;283;G;0.9;G
2024-08-13;03:00:00;266;G;0.6;G
2024-08-13;04:00:00;273;G;0.9;G
2024-08-13;05:00:00;273;G;0.5;G
2024-08-13;06:00:00;305;G;0.8;G
2024-08-13;07:00:00;304;G;0.5;G
2024-08-13;08:00:00;235;G;1.2;G
2024-08-13;09:00:00;256;G;1.4;G
2024-08-13;10:00:00;227;G;1.1;G
2024-08-13;13:00:00;225;G;1.2;G
2024-08-13;14:00:00;315;G;0.8;G
2024-08-13;15:00:00;194;G;2.0;G
2024-08-13;16:00:00;157;G;2.2;G
2024-08-13;17:00:00;180;G;1.9;G
2024-08-13;18:00:00;204;G;1.3;G
2024-08-13;19:00:00;209;G;1.4;G
2024-08-13;20:00:00;205;G;1.3;G
2024-08-13;21:00:00;190;G;2.1;G
2024-08-13;22:00:00;184;G;1.5;G
2024-08-13;23:00:00;187;G;1.3;G
2024-08-14;00:00:00;186;G;1.6;G
2024-08-14;01:00:00;173;G;1.9;G
2024-08-14;02:00:00;189;G;1.1;G
2024-08-14;03:00:00;176;G;0.8;G
2024-08-14;05:00:00;0;G;0.0;G
2024-08-14;06:00:00;190;G;1.8;G
2024-08-14;07:00:00;172;G;1.6;G
2024-08-14;08:00:00;194;G;2.1;G
2024-08-14;09:00:00;189;G;2.6;G
2024-08-14;10:00:00;148;G;3.3;G
2024-08-14;11:00:00;160;G;3.3;G
2024-08-14;12:00:00;173;G;3.1;G
2024-08-14;13:00:00;202;G;2.3;G
2024-08-14;14:00:00;163;G;4.1;G
2024-08-14;15:00:00;190;G;2.1;G
2024-08-14;16:00:00;170;G;3.1;G
2024-08-14;17:00:00;191;G;1.9;G
2024-08-14;18:00:00;154;G;2.1;G
2024-08-14;19:00:00;168;G;1.6;G
2024-08-14;20:00:00;151;G;1.8;G
2024-08-14;21:00:00;155;G;1.2;G
2024-08-14;22:00:00;151;G;2.0;G
2024-08-14;23:00:00;149;G;1.4;G
2024-08-15;00:00:00;154;G;2.7;G
2024-08-15;01:00:00;158;G;2.8;G
2024-08-15;03:00:00;152;G;2.4;G
2024-08-15;04:00:00;143;G;1.2;G
2024-08-15;05:00:00;134;G;1.1;G
2024-08-15;06:00:00;162;G;2.2;G
2024-08-15;07:00:00;164;G;3.1;G
2024-08-15;08:00:00;162;G;3.6;G
2024-08-15;09:00:00;146;G;2.5;G
2024-08-15;10:00:00;166;G;3.2;G
2024-08-15;11:00:00;181;G;2.8;G
2024-08-15;12:00:00;155;G;2.8;G
2024-08-15;13:00:00;160;G;2.9;G
2024-08-15;14:00:00;160;G;3.6;G
2024-08-15;15:00:00;165;G;3.6;G
2024-08-15;16:00:00;170;G;4.2;G
2024-08-15;17:00:00;161;G;3.3;G
2024-08-15;18:00:00;175;G;2.4;G
2024-08-15;19:00:00;156;G;3.2;G
2024-08-15;20:00:00;161;G;3.8;G
2024-08-15;21:00:00;162;G;2.6;G
2024-08-15;22:00:00;175;G;2.0;G
2024-08-15;23:00:00;175;G;1.8;G
2024-08-16;00:00:00;179;G;1.5;G
2024-08-16;01:00:00;191;G;1.7;G
2024-08-16;02:00:00;214;G;1.5;G
2024-08-16;03:00:00;177;G;1.8;G
2024-08-16;04:00:00;189;G;1.6;G
2024-08-16;05:00:00;200;G;2.1;G
2024-08-16;06:00:00;211;G;3.1;G
2024-08-16;07:00:00;217;G;2.7;G
2024-08-16;08:00:00;220;G;3.0;G
2024-08-16;09:00:00;217;G;2.6;G
2024-08-16;10:00:00;209;G;3.2;G
2024-08-16;11:00:00;221;G;3.0;G
2024-08-16;12:00:00;210;G;3.6;G
2024-08-16;13:00:00;202;G;2.9;G
2024-08-16;14:00:00;216;G;4.6;G
2024-08-16;15:00:00;219;G;4.0;G
2024-08-16;16:00:00;230;G;3.8;G
2024-08-16;17:00:00;214;G;2.7;G
2024-08-16;18:00:00;205;G;1.3;G
2024-08-16;19:00:00;205;G;2.0;G
2024-08-16;20:00:00;209;G;1.9;G
2024-08-16;21:00:00;223;G;1.8;G
2024-08-16;22:00:00;212;G;2.3;G
2024-08-16;23:00:00;212;G;1.5;G
2024-08-17;00:00:00;210;G;1.8;G
2024-08-17;01:00:00;211;G;2.0;G
2024-08-17;02:00:00;215;G;2.1;G
2024-08-17;03:00:00;212;G;2.0;G
2024-08-17;04:00:00;210;G;1.8;G
2024-08-17;05:00:00;207;G;1.7;G
2024-08-17;06:00:00;209;G;1.6;G
2024-08-17;07:00:00;222;G;1.7;G
2024-08-17;08:00:00;212;G;3.8;G
2024-08-17;09:00:00;222;G;3.4;G
2024-08-17;10:00:00;224;G;3.4;G
2024-08-17;11:00:00;237;G;3.2;G
2024-08-17;12:00:00;211;G;4.2;G
2024-08-17;13:00:00;210;G;4.5;G
2024-08-17;14:00:00;218;G;4.5;G
2024-08-17;15:00:00;235;G;3.8;G
2024-08-17;16:00:00;237;G;4.1;G
2024-08-17;17:00:00;246;G;2.8;G
2024-08-17;18:00:00;229;G;2.7;G
2024-08-17;19:00:00;214;G;2.1;G
2024-08-17;20:00:00;218;G;2.3;G
2024-08-17;21:00:00;222;G;2.1;G
2024-08-17;22:00:00;213;G;1.9;G
2024-08-17;23:00:00;220;G;2.3;G
2024-08-18;00:00:00;219;G;2.5;G
2024-08-18;01:00:00;211;G;2.0;G
2024-08-18;02:00:00;214;G;2.3;G
2024-08-18;03:00:00;208;G;2.1;G
2024-08-18;04:00:00;200;G;2.1;G
2024-08-18;05:00:00;205;G;1.8;G
2024-08-18;06:00:00;201;G;2.3;G
2024-08-18;07:00:00;209;G;2.9;G
2024-08-18;08:00:00;206;G;2.5;G
2024-08-18;09:00:00;201;G;2.9;G
2024-08-18;10:00:00;203;G;3.6;G
2024-08-18;11:00:00;199;G;3.3;G
2024-08-18;12:00:00;209;G;3.1;G
2024-08-18;13:00:00;210;G;3.0;G
2024-08-18;14:00:00;199;G;3.5;G
2024-08-18;15:00:00;211;G;3.7;G
2024-08-18;16:00:00;197;G;2.5;G
2024-08-18;17:00:00;204;G;2.0;G
2024-08-18;18:00:00;185;G;1.7;G
2024-08-18;19:00:00;196;G;1.9;G
2024-08-18;20:00:00;193;G;2.2;G
2024-08-18;21:00:00;197;G;2.1;G
2024-08-18;22:00:00;211;G;2.4;G
2024-08-18;23:00:00;206;G;2.6;G
2024-08-19;00:00:00;191;G;1.6;G
2024-08-19;01:00:00;194;G;1.8;G
2024-08-19;02:00:00;194;G;1.6;G
2024-08-19;03:00:00;200;G;1.8;G
2024-08-19;04:00:00;208;G;1.7;G
2024-08-19;05:00:00;205;G;2.0;G
2024-08-19;06:00:00;217;G;2.1;G
2024-08-19;07:00:00;237;G;3.3;G
2024-08-19;08:00:00;233;G;3.1;G
2024-08-19;09:00:00;233;G;3.0;G
2024-08-19;10:00:00;250;G;3.0;G
2024-08-19;11:00:00;234;G;2.5;G
2024-08-19;12:00:00;249;G;3.1;G
2024-08-19;13:00:00;228;G;2.5;G
2024-08-19;14:00:00;298;G;1.4;G
2024-08-19;15:00:00;276;G;1.3;G
2024-08-19;16:00:00;224;G;2.1;G
2024-08-19;17:00:00;228;G;2.0;G
2024-08-19;18:00:00;197;G;1.8;G
2024-08-19;19:00:00;212;G;2.1;G
2024-08-19;20:00:00;215;G;1.9;G
2024-08-19;21:00:00;212;G;1.8;G
2024-08-19;22:00:00;206;G;1.9;G
2024-08-19;23:00:00;203;G;1.5;G
2024-08-20;00:00:00;209;G;2.1;G
2024-08-20;01:00:00;195;G;1.4;G
2024-08-20;02:00:00;188;G;1.5;G
2024-08-20;03:00:00;207;G;1.5;G
2024-08-20;04:00:00;210;G;1.8;G
2024-08-20;05:00:00;202;G;1.1;G
2024-08-20;06:00:00;194;G;1.2;G
2024-08-20;07:00:00;171;G;1.2;G
2024-08-20;08:00:00;181;G;2.0;G
2024-08-20;09:00:00;166;G;2.6;G
2024-08-20;10:00:00;202;G;2.8;G
2024-08-20;11:00:00;156;G;3.3;G
2024-08-20;12:00:00;166;G;4.0;G
2024-08-20;13:00:00;154;G;4.1;G
2024-08-20;14:00:00;166;G;3.8;G
2024-08-20;15:00:00;167;G;3.7;G
2024-08-20;16:00:00;162;G;4.5;G
2024-08-20;17:00:00;161;G;3.2;G
2024-08-20;18:00:00;165;G;3.4;G
2024-08-20;19:00:00;159;G;3.0;G
2024-08-20;20:00:00;142;G;1.7;G
2024-08-20;21:00:00;145;G;1.9;G
2024-08-20;22:00:00;140;G;1.7;G
2024-08-20;23:00:00;145;G;1.9;G
2024-08-21;00:00:00;138;G;1.5;G
2024-08-21;01:00:00;103;G;1.5;G
2024-08-21;02:00:00;91;G;1.6;G
2024-08-21;03:00:00;105;G;1.6;G
2024-08-21;04:00:00;91;G;1.6;G
2024-08-21;05:00:00;132;G;2.0;G
2024-08-21;06:00:00;151;G;3.9;G
2024-08-21;07:00:00;162;G;3.3;G
2024-08-21;08:00:00;169;G;2.9;G
2024-08-21;09:00:00;177;G;2.1;G
2024-08-21;10:00:00;179;G;2.4;G
2024-08-21;11:00:00;165;G;2.1;G
2024-08-21;12:00:00;147;G;2.2;G
2024-08-21;13:00:00;156;G;3.2;G
2024-08-21;14:00:00;155;G;3.5;G
2024-08-21;15:00:00;149;G;1.2;G
2024-08-21;16:00:00;166;G;2.1;G
2024-08-21;17:00:00;133;G;1.7;G
2024-08-21;18:00:00;228;G;0.5;G
2024-08-21;20:00:00;0;G;0.0;G
2024-08-21;21:00:00;0;G;0.0;G
2024-08-21;22:00:00;228;G;0.3;G
2024-08-21;23:00:00;228;G;0.8;G
2024-08-22;00:00:00;228;G;0.5;G
2024-08-22;01:00:00;223;G;1.6;G
2024-08-22;02:00:00;227;G;1.2;G
2024-08-22;03:00:00;232;G;1.7;G
2024-08-22;04:00:00;222;G;2.1;G
2024-08-22;05:00:00;218;G;2.2;G
2024-08-22;06:00:00;218;G;1.9;G
2024-08-22;07:00:00;212;G;2.8;G
2024-08-22;08:00:00;228;G;2.8;G
2024-08-22;09:00:00;224;G;3.8;G
2024-08-22;10:00:00;215;G;3.4;G
2024-08-22;11:00:00;226;G;2.7;G
2024-08-22;12:00:00;215;G;3.0;G
2024-08-22;13:00:00;209;G;3.7;G
2024-08-22;14:00:00;211;G;3.6;G
2024-08-22;15:00:00;207;G;3.2;G
2024-08-22;16:00:00;196;G;2.2;G
2024-08-22;17:00:00;202;G;2.0;G
2024-08-22;18:00:00;195;G;2.2;G
2024-08-22;19:00:00;198;G;2.1;G
2024-08-22;20:00:00;207;G;1.9;G
2024-08-22;21:00:00;203;G;2.0;G
2024-08-22;22:00:00;190;G;2.2;G
2024-08-22;23:00:00;171;G;3.1;G
2024-08-23;00:00:00;174;G;2.7;G
2024-08-23;01:00:00;166;G;2.7;G
2024-08-23;02:00:00;167;G;2.9;G
2024-08-23;03:00:00;169;G;3.2;G
2024-08-23;04:00:00;166;G;3.0;G
2024-08-23;05:00:00;159;G;3.2;G
2024-08-23;06:00:00;151;G;2.1;G
2024-08-23;07:00:00;175;G;3.1;G
2024-08-23;08:00:00;167;G;3.7;G
2024-08-23;09:00:00;164;G;4.7;G
2024-08-23;10:00:00;157;G;3.2;G
2024-08-23;11:00:00;160;G;3.3;G
2024-08-23;12:00:00;158;G;3.4;G
2024-08-23;13:00:00;167;G;3.8;G
2024-08-23;14:00:00;163;G;3.9;G
2024-08-23;15:00:00;162;G;4.5;G
2024-08-23;16:00:00;166;G;4.7;G
2024-08-23;17:00:00;155;G;4.4;G
2024-08-23;18:00:00;157;G;5.1;G
2024-08-23;19:00:00;158;G;5.1;G
2024-08-23;20:00:00;166;G;5.0;G
2024-08-23;21:00:00;178;G;4.3;G
2024-08-23;22:00:00;201;G;4.3;G
2024-08-23;23:00:00;210;G;5.5;G
2024-08-24;00:00:00;215;G;4.7;G
2024-08-24;01:00:00;217;G;5.8;G
2024-08-24;02:00:00;218;G;5.0;G
2024-08-24;03:00:00;214;G;4.4;G
2024-08-24;04:00:00;216;G;3.6;G
2024-08-24;05:00:00;218;G;3.7;G
2024-08-24;06:00:00;218;G;3.9;G
2024-08-24;07:00:00;231;G;3.8;G
2024-08-24;08:00:00;219;G;4.6;G
2024-08-24;09:00:00;216;G;3.4;G
2024-08-24;10:00:00;217;G;3.8;G
2024-08-24;11:00:00;212;G;4.5;G
2024-08-24;12:00:00;209;G;4.0;G
2024-08-24;13:00:00;217;G;4.4;G
2024-08-24;14:00:00;214;G;5.1;G
2024-08-24;15:00:00;211;G;4.7;G
2024-08-24;16:00:00;217;G;3.3;G
2024-08-24;17:00:00;216;G;3.2;G
2024-08-24;18:00:00;207;G;1.8;G
2024-08-24;19:00:00;158;G;2.0;G
2024-08-24;20:00:00;150;G;2.4;G
2024-08-24;21:00:00;138;G;2.4;G
2024-08-24;22:00:00;148;G;3.2;G
2024-08-24;23:00:00;144;G;3.3;G
2024-08-25;00:00:00;145;G;3.8;G
2024-08-25;01:00:00;149;G;3.6;G
2024-08-25;02:00:00;148;G;4.3;G
2024-08-25;03:00:00;149;G;5.2;G
2024-08-25;04:00:00;156;G;4.4;G
2024-08-25;05:00:00;165;G;4.0;G
2024-08-25;06:00:00;167;G;4.0;G
2024-08-25;07:00:00;182;G;2.5;G
2024-08-25;08:00:00;169;G;2.4;G
2024-08-25;09:00:00;189;G;3.4;G
2024-08-25;10:00:00;195;G;3.3;G
2024-08-25;11:00:00;218;G;4.0;G
2024-08-25;12:00:00;216;G;4.5;G
2024-08-25;13:00:00;223;G;4.8;G
2024-08-25;14:00:00;221;G;4.2;G
2024-08-25;15:00:00;218;G;5.1;G
2024-08-25;16:00:00;221;G;5.9;G
2024-08-25;17:00:00;223;G;4.0;G
2024-08-25;18:00:00;217;G;3.9;G
2024-08-25;19:00:00;210;G;3.7;G
2024-08-25;20:00:00;218;G;4.3;G
2024-08-25;21:00:00;220;G;4.5;G
2024-08-25;22:00:00;222;G;3.6;G
2024-08-25;23:00:00;214;G;2.8;G
2024-08-26;00:00:00;211;G;3.0;G
2024-08-26;01:00:00;196;G;2.3;G
2024-08-26;02:00:00;189;G;2.2;G
2024-08-26;03:00:00;196;G;2.5;G
2024-08-26;04:00:00;185;G;2.6;G
2024-08-26;05:00:00;189;G;2.8;G
2024-08-26;06:00:00;200;G;3.2;G
2024-08-26;07:00:00;204;G;2.9;G
2024-08-26;08:00:00;186;G;4.3;G
2024-08-26;09:00:00;187;G;3.7;G
2024-08-26;10:00:00;202;G;4.4;G
2024-08-26;11:00:00;194;G;4.2;G
2024-08-26;12:00:00;208;G;4.0;G
2024-08-26;13:00:00;208;G;4.7;G
2024-08-26;14:00:00;188;G;5.1;G
2024-08-26;15:00:00;195;G;3.9;G
2024-08-26;16:00:00;204;G;3.9;G
2024-08-26;17:00:00;212;G;3.0;G
2024-08-26;18:00:00;208;G;3.2;G
2024-08-26;19:00:00;226;G;3.4;G
2024-08-26;20:00:00;203;G;2.6;G
2024-08-26;21:00:00;203;G;2.3;G
2024-08-26;22:00:00;210;G;2.4;G
2024-08-26;23:00:00;200;G;2.3;G
2024-08-27;00:00:00;205;G;1.9;G
2024-08-27;01:00:00;197;G;2.3;G
2024-08-27;02:00:00;213;G;2.3;G
2024-08-27;03:00:00;192;G;1.7;G
2024-08-27;04:00:00;196;G;2.1;G
2024-08-27;05:00:00;209;G;2.4;G
2024-08-27;06:00:00;213;G;3.0;G
2024-08-27;07:00:00;220;G;3.1;G
2024-08-27;08:00:00;221;G;3.0;G
2024-08-27;09:00:00;235;G;3.7;G
2024-08-27;10:00:00;218;G;3.1;G
2024-08-27;11:00:00;217;G;3.0;G
2024-08-27;12:00:00;228;G;3.2;G
2024-08-27;13:00:00;222;G;4.4;G
2024-08-27;14:00:00;224;G;4.2;G
2024-08-27;15:00:00;230;G;3.3;G
2024-08-27;16:00:00;211;G;3.5;G
2024-08-27;17:00:00;215;G;3.3;G
2024-08-27;18:00:00;212;G;1.8;G
2024-08-27;19:00:00;215;G;1.5;G
2024-08-27;20:00:00;199;G;1.5;G
2024-08-27;21:00:00;181;G;1.5;G
2024-08-27;22:00:00;202;G;1.4;G
2024-08-27;23:00:00;189;G;1.6;G
2024-08-28;00:00:00;189;G;1.4;G
2024-08-28;01:00:00;186;G;1.5;G
2024-08-28;02:00:00;194;G;1.7;G
2024-08-28;03:00:00;186;G;1.5;G
2024-08-28;04:00:00;187;G;1.7;G
2024-08-28;05:00:00;184;G;2.1;G
2024-08-28;06:00:00;196;G;2.0;G
2024-08-28;07:00:00;199;G;2.1;G
2024-08-28;08:00:00;201;G;2.9;G
2024-08-28;09:00:00;203;G;4.6;G
2024-08-28;10:00:00;211;G;4.0;G
2024-08-28;11:00:00;216;G;3.1;G
2024-08-28;13:00:00;197;G;2.8;G
2024-08-28;14:00:00;215;G;4.3;G
2024-08-28;15:00:00;216;G;2.9;G
2024-08-28;16:00:00;218;G;2.8;G
2024-08-28;17:00:00;220;G;2.3;G
2024-08-28;18:00:00;176;G;2.0;G
2024-08-28;19:00:00;157;G;1.7;G
2024-08-28;20:00:00;173;G;2.1;G
2024-08-28;21:00:00;168;G;2.1;G
2024-08-28;22:00:00;161;G;1.8;G
2024-08-28;23:00:00;82;G;0.6;G
2024-08-29;00:00:00;83;G;0.5;G
2024-08-29;01:00:00;156;G;1.2;G
2024-08-29;03:00:00;162;G;1.9;G
2024-08-29;04:00:00;151;G;1.9;G
2024-08-29;05:00:00;144;G;0.7;G
2024-08-29;06:00:00;160;G;2.1;G
2024-08-29;07:00:00;134;G;1.5;G
2024-08-29;08:00:00;153;G;2.3;G
2024-08-29;10:00:00;147;G;4.3;G
2024-08-29;13:00:00;154;G;4.2;G
2024-08-29;14:00:00;131;G;3.4;G
2024-08-29;15:00:00;147;G;4.3;G
2024-08-29;16:00:00;125;G;2.8;G
2024-08-29;17:00:00;136;G;2.8;G
2024-08-29;18:00:00;104;G;3.2;G
2024-08-29;19:00:00;134;G;2.9;G
2024-08-29;20:00:00;120;G;1.8;G
2024-08-29;21:00:00;147;G;3.8;G
2024-08-29;22:00:00;133;G;2.5;G
2024-08-29;23:00:00;141;G;1.9;G
2024-08-30;00:00:00;135;G;2.7;G
2024-08-30;01:00:00;171;G;1.2;G
